	prompt	prediction	gold_elin	gold_lena	gold_oscar	gold_agg
77		ACTIVE_POS_OTHER	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CHALLENGING
78		NA	NA	NA	NA	NA
79		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
80		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
81		NA	PASSIVE	NA	PASSIVE	PASSIVE
82		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
83		NA	NA	NA	NA	NA
84		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
85		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	NA	ACTIVE_POS_OTHER
86		ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_CARING
87		ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
88		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
89		NA	NA	PASSIVE	PASSIVE	PASSIVE
90		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
91		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER
92		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
93		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
94		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
95		ACTIVE_POS_OTHER	ACTIVE_POS_CHALLENGING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
96		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
97		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
98		NA	ACTIVE_POS_OTHER	ACTIVE_NEG	NA	ACTIVE_NEG
99		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
100		NA	PASSIVE	ACTIVE_POS_OTHER	PASSIVE	PASSIVE
101		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
102		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
103		NA	NA	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
104		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
105		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	NA	ACTIVE_POS_OTHER
106		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
107		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
108		ACTIVE_POS_CARING	ACTIVE_POS_CHALLENGING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
109		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
110		ACTIVE_POS_OTHER	ACTIVE_POS_CHALLENGING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
111		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
112		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
113		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
114		NA	NA	NA	NA	NA
115		NA	ACTIVE_NEG	ACTIVE_NEG	NA	ACTIVE_NEG
116		NA	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
117		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
118		NA	PASSIVE	NA	PASSIVE	PASSIVE
119		NA	PASSIVE	PASSIVE	ACTIVE_POS_OTHER	PASSIVE
120		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
121		NA	NA	NA	NA	NA
122		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
123		NA	NA	NA	NA	NA
124		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
125		ACTIVE_POS_CHALLENGING	PASSIVE	PASSIVE	PASSIVE	PASSIVE
126		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
127		PASSIVE	PASSIVE	PASSIVE	PASSIVE	PASSIVE
128		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
129		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
130		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
131		NA	ACTIVE_NEG	PASSIVE	PASSIVE	PASSIVE
132		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	PASSIVE	ACTIVE_NEG
133		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
134		NA	ACTIVE_NEG	PASSIVE	PASSIVE	PASSIVE
135		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
136		ACTIVE_POS_OTHER	NA	PASSIVE	PASSIVE	PASSIVE
137		NA	ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
138		NA	NA	NA	NA	NA
139		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
140		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER
141		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
142		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_NEG
143		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
144		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
145		NA	NA	NA	NA	NA
146		NA	ACTIVE_POS_OTHER	PASSIVE	NA	NA
147		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
148		NA	NA	PASSIVE	PASSIVE	PASSIVE
149		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
150		NA	NA	PASSIVE	PASSIVE	PASSIVE
151		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
152		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
153		NA	NA	NA	NA	NA
154		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER
155		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
156		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
157		ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING
158		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
159		NA	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_CARING	ACTIVE_POS_CARING
160		NA	NA	PASSIVE	PASSIVE	PASSIVE
161		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_NEG
162		NA	ACTIVE_POS_OTHER	NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
163		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER
164		NA	NA	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
165		NA	NA	NA	NA	NA
166		NA	PASSIVE	NA	NA	NA
167		NA	NA	PASSIVE	PASSIVE	PASSIVE
168		NA	NA	PASSIVE	PASSIVE	PASSIVE
169		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_CHALLENGING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
170		NA	NA	PASSIVE	PASSIVE	PASSIVE
171		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
172		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
173		NA	ACTIVE_NEG	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
174		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
175		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
176		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
177		NA	NA	NA	NA	NA
178		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
179		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
180		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
181		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
182		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
183		NA	NA	NA	NA	NA
184		NA	ACTIVE_POS_OTHER	NA	ACTIVE_POS_CARING	ACTIVE_POS_CARING
185		NA	NA	ACTIVE_NEG	NA	NA
186		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
187		NA	ACTIVE_POS_CHALLENGING	NA	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CHALLENGING
188		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
189		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_NEG	PASSIVE	ACTIVE_NEG
190		NA	NA	PASSIVE	NA	NA
191		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
192		ACTIVE_POS_OTHER	NA	NA	ACTIVE_POS_OTHER	NA
193		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER
194		ACTIVE_POS_OTHER	PASSIVE	NA	PASSIVE	PASSIVE
195		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
196		NA	NA	NA	NA	NA
197		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER
198		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
199		NA	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_CARING	ACTIVE_POS_CARING
200		ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING
201		ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_CARING
202		ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CARING	ACTIVE_POS_CHALLENGING
203		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
204		NA	ACTIVE_NEG	PASSIVE	PASSIVE	PASSIVE
205		NA	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
206		ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CARING	ACTIVE_POS_CHALLENGING
207		NA	NA	PASSIVE	PASSIVE	PASSIVE
208		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
209		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
210		ACTIVE_POS_OTHER	NA	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
211		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	ACTIVE_POS_OTHER	PASSIVE
212		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
213		ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING
214		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
215		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
216		NA	NA	ACTIVE_POS_OTHER	NA	NA
217		NA	NA	PASSIVE	PASSIVE	PASSIVE
218		NA	NA	NA	NA	NA
219		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
220		NA	ACTIVE_POS_OTHER	NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
221		ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_CARING
222		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
223		NA	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_CARING	ACTIVE_POS_CARING
224		NA	ACTIVE_NEG	PASSIVE	PASSIVE	PASSIVE
225		NA	NA	PASSIVE	PASSIVE	PASSIVE
226		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
227		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
228		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
229		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
230		NA	NA	PASSIVE	PASSIVE	PASSIVE
231		NA	ACTIVE_NEG	ACTIVE_NEG	PASSIVE	ACTIVE_NEG
232		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
233		NA	NA	NA	NA	NA
234		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_OTHER
235		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
236		NA	ACTIVE_NEG	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
237		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
238		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
239		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	NA	ACTIVE_POS_OTHER
240		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
241		NA	NA	PASSIVE	NA	NA
242		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_OTHER
243		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
244		PASSIVE	ACTIVE_NEG	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_NEG
245		NA	NA	PASSIVE	NA	NA
246		NA	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_CARING	ACTIVE_POS_CARING
247		ACTIVE_POS_CARING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
248		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
249		NA	NA	NA	NA	NA
250		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
251		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	NA	ACTIVE_POS_OTHER
252		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
253		ACTIVE_POS_OTHER	NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
254		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
255		ACTIVE_POS_OTHER	NA	PASSIVE	PASSIVE	PASSIVE
256		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
257		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
258		NA	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
259		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
260		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_CHALLENGING	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
261		NA	NA	PASSIVE	PASSIVE	PASSIVE
262		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
263		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
264		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
265		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
266		NA	NA	PASSIVE	PASSIVE	PASSIVE
267		NA	NA	PASSIVE	PASSIVE	PASSIVE
268		NA	ACTIVE_NEG	ACTIVE_NEG	PASSIVE	ACTIVE_NEG
269		NA	NA	NA	NA	NA
270		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
271		ACTIVE_POS_OTHER	NA	NA	NA	NA
272		NA	NA	PASSIVE	PASSIVE	PASSIVE
273		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
274		NA	NA	NA	PASSIVE	NA
275		NA	NA	NA	PASSIVE	NA
276		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
277		NA	ACTIVE_NEG	PASSIVE	PASSIVE	PASSIVE
278		ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CHALLENGING
279		NA	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
280		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
281		NA	NA	PASSIVE	NA	NA
282		NA	NA	PASSIVE	NA	NA
283		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
284		NA	NA	NA	NA	NA
285		NA	NA	NA	PASSIVE	NA
286		NA	NA	NA	ACTIVE_NEG	NA
287		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
288		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_NEG
289		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
290		NA	NA	PASSIVE	PASSIVE	PASSIVE
291		NA	NA	PASSIVE	PASSIVE	PASSIVE
292		NA	NA	PASSIVE	NA	NA
293		PASSIVE	PASSIVE	PASSIVE	NA	PASSIVE
294		NA	ACTIVE_POS_OTHER	NA	NA	NA
295		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
296		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
297		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
298		NA	ACTIVE_POS_OTHER	NA	ACTIVE_POS_CHALLENGING	ACTIVE_POS_CHALLENGING
299		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
300		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
301		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
302		NA	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
303		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
304		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
305		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
